"","logFC"
"GAMT",0.01944878
"GAN",-0.08067244
"GANAB",0.60711715
"GANC",0.81457738
"GAPDH",2.10045161
"GAPVD1",-0.0227123
"GAR1",-0.383332
"GAREML",1.34188971
"GARNL3",0.40303551
"GARS",-0.46575128
"GART",-0.5791858
"GAS2L1",-0.3334734
"GAS2L3",0.1357734
"GAS5",-0.11155712
"GAS6",0.75156266
"GAS8",0.03002002
"GATA2-AS1",-0.02050744
"GATA2",-0.46730587
"GATA3",0.91218585
"GATA6",-0.12307864
"GATAD1",-0.05654359
"GATAD2A",-0.28964764
"GATAD2B",0.14396512
"GATB",-0.10042836
"GATC",-0.06260638
"GATS",-0.29174162
"GATSL2",-0.07867797
"GATSL3",-0.96981102
"GBA",0.30146275
"GBA2",-0.04473185
"GBAP1",0.1827091
"GBAS",0.00122549
"GBE1",1.62842086
"GBF1",0.04288704
"GBGT1",-0.50316275
"GBP1",0.00791352
"GBP2",-0.30918253
"GBP3",0.06253099
"GBP4",-0.89574316
"GCA",0.22314846
"GCAT",0.25310004
"GCC1",-0.04526886
"GCC2",0.24347303
"GCDH",0.43899229
"GCFC2",-0.23533186
"GCH1",-0.58763372
"GCHFR",2.30213217
"GCKR",0.47313489
"GCLC",-0.44628373
"GCLM",-0.40192151
"GCN1L1",0.10966417
"GCNT1",0.25584125
"GCNT2",-0.49844778
"GCNT4",-0.79272462
"GCOM1",0.02736019
"GCSH",-0.65936338
"GCSHP3",-0.18286008
"GDAP2",-0.17874812
"GDE1",0.12526241
"GDF1",1.24687458
"GDF11",-0.30827794
"GDF15",-0.74342042
"GDF6",-1.51489469
"GDI1",0.28468003
"GDI2",-0.14060606
"GDPD1",-1.35697702
"GDPD5",0.01101048
"GEM",-0.43392245
"GEMIN2",-0.58430351
"GEMIN4",-0.52097722
"GEMIN5",-0.42166308
"GEMIN6",-0.61399277
"GEMIN7",0.76067784
"GEMIN8",-0.01469824
"GEN1",0.0754369
"GET4",-0.04272315
"GFER",-0.11326265
"GFM1",-0.5697442
"GFM2",-0.06386662
"GFOD1",-0.22456852
"GFOD2",-0.26311549
"GFPT1",0.04451039
"GFPT2",-0.08400197
"GGA1",0.04046559
"GGA2",0.87545664
"GGA3",-0.23029093
"GGACT",1.40124113
"GGCT",-0.50199252
"GGCX",0.37946459
"GGH",0.41475083
"GGNBP2",-0.12643411
"GGPS1",-0.53365184
"GGT5",-0.26960117
"GGT7",0.24843577
"GHDC",-0.21829981
"GHITM",0.03623396
"GID4",-0.23170655
"GID8",0.36676231
"GIGYF1",0.01065134
"GIGYF2",-0.23001725
"GIMAP1-GIMAP5",0.04050336
"GIMAP1",-0.40375768
"GIMAP2",-0.52278538
"GIMAP4",-0.63967871
"GIMAP5",1.19509592
"GIMAP6",-0.19396235
"GIMAP7",-1.24928813
"GIMAP8",-1.01883632
"GIN1",0.22056748
"GINM1",0.22870759
"GINS1",-0.32886566
"GINS2",-0.15459179
"GINS3",-0.24430798
"GINS4",-0.24983205
"GIPC1",-0.37005498
"GIPC2",0.08725883
"GIPC3",0.2694796
"GIT1",-0.08580115
"GIT2",-0.03966363
"GJA1",-0.53526347
"GJA9-MYCBP",-0.11138649
"GJC1",-0.16736848
"GK",-0.69614579
"GK5",-0.0796399
"GKAP1",0.4375819
"GLA",-0.39782542
"GLB1",0.2234459
"GLB1L",0.17019724
"GLCCI1",0.45618456
"GLCE",-0.06772788
"GLDC",-0.80983414
"GLE1",0.43803846
"GLG1",0.60183037
"GLI3",-0.18593555
"GLI4",0.6141616
"GLIDR",0.18199192
"GLIPR1",0.30666711
"GLIPR2",0.17313466
"GLIS2",0.46788472
"GLIS3",1.34380983
"GLMN",-0.41308113
"GLO1",-0.01179102
"GLOD4",0.01072719
"GLRB",0.30479003
"GLRX",0.45006653
"GLRX2",-0.71915032
"GLRX3",-0.46384111
"GLRX5",-0.28644791
"GLS",-0.04772334
"GLT8D1",0.29589835
"GLTP",0.82381681
"GLTSCR1L",0.09988369
"GLTSCR2",0.38909727
"GLUD1",0.06596589
"GLUD2",0.09235779
"GLUL",-0.56020313
"GLYCTK",0.20663018
"GLYR1",-0.12578576
"GM2A",0.04780779
"GMCL1",0.16233672
"GMDS-AS1",0.02743024
"GMDS",0.16028497
"GMEB1",0.05279381
"GMEB2",0.22031536
"GMFB",-0.24260968
"GMIP",-0.46000577
"GMNN",-0.05070345
"GMPPA",0.36577372
"GMPPB",0.01168565
"GMPR",-0.62976776
"GMPR2",-0.2736143
"GMPS",-0.39340706
"GNA11",0.10773904
"GNA12",-0.23067637
"GNA13",0.28345048
"GNA14",-1.50969176
"GNAI1",-0.08370681
"GNAI2",0.12824417
"GNAI3",-0.08563658
"GNAQ",-0.34307407
"GNAS",0.42080522
"GNAZ",-0.33540959
"GNB1",0.06943049
"GNB1L",0.41343765
"GNB2",0.21927523
"GNB2L1",0.0616122
"GNB4",-0.15345202
"GNB5",0.44245862
"GNE",0.09268842
"GNG10",0.11066495
"GNG11",0.31637631
"GNG12",-0.26105469
"GNG5",-0.06320847
"GNGT2",0.38717522
"GNL1",0.21494833
"GNL2",-0.34162376
"GNL3",-0.3879911
"GNL3L",-0.47057486
"GNPAT",0.12549042
"GNPDA1",-0.72989152
"GNPDA2",0.01526485
"GNPNAT1",-0.23199481
"GNPTAB",-0.03111019
"GNPTG",0.45765063
"GNRH1",0.75599161
"GNS",0.23020907
"GOLGA1",0.64924651
"GOLGA2",-0.11988702
"GOLGA2P10",0.81487609
"GOLGA2P7",0.66312711
"GOLGA3",0.21905427
"GOLGA4",-0.16961324
"GOLGA5",0.21830196
"GOLGA6L4",0.58779445
"GOLGA6L9",1.04550934
"GOLGA7",-0.03736597
"GOLGA8A",2.22758921
"GOLGA8B",1.66330309
"GOLGA8H",1.96393819
"GOLGA8K",3.29659378
"GOLGA8M",1.60282572
"GOLGA8N",2.5940915
"GOLGA8O",2.74090996
"GOLGA8R",2.18664582
"GOLGB1",0.13199671
"GOLIM4",-0.35818819
"GOLM1",-0.00339956
"GOLPH3",-0.19354394
"GOLPH3L",-0.33502847
"GOLT1B",-0.04196206
"GON4L",-0.01196557
"GOPC",-0.44770655
"GORAB",-0.17953674
"GORASP1",-0.60332812
"GORASP2",-0.30920862
"GOSR1",-0.13752576
"GOSR2",-0.10856836
"GOT1",-0.34009315
"GOT2",-0.35805813
"GPAA1",0.25053475
"GPALPP1",-0.02847316
"GPAM",-0.22658591
"GPANK1",-0.19518522
"GPAT2",-0.02902747
"GPATCH1",-0.09962649
"GPATCH11",-0.26902778
"GPATCH2",-0.19814378
"GPATCH2L",0.51981848
"GPATCH3",-0.0558888
"GPATCH4",-1.09884272
"GPATCH8",0.1726263
"GPBP1",0.45295929
"GPBP1L1",0.0811119
"GPC1",0.06943224
"GPC2",-0.14131186
"GPCPD1",-0.26568093
"GPD1L",-0.70588076
"GPD2",0.15868544
"GPER1",0.88344379
"GPHN",-0.33876327
"GPI",1.09176653
"GPKOW",-0.23795576
"GPN1",-0.15048478
"GPN2",0.31991171
"GPN3",0.37001893
"GPNMB",3.86747722
"GPR107",-0.0278765
"GPR108",-0.08765963
"GPR116",0.5005402
"GPR124",-0.22488433
"GPR125",-0.29862461
"GPR126",0.39687409
"GPR137",-0.29035637
"GPR137B",1.46996745
"GPR143",0.02220567
"GPR146",2.02871082
"GPR153",0.32086347
"GPR155",2.75985105
"GPR157",1.65894928
"GPR160",4.21006214
"GPR161",-0.07207814
"GPR162",0.14035216
"GPR173",-0.2025428
"GPR176",0.145236
"GPR180",0.0174072
"GPR37",-0.83973587
"GPR4",0.13855772
"GPR56",-0.14186659
"GPR68",0.53180007
"GPR75-ASB3",0.18917177
"GPR89A",-0.17244075
"GPR89B",0.16894152
"GPRASP1",0.70017616
"GPRASP2",-0.14764313
"GPRC5A",0.87744872
"GPRC5B",-0.04805282
"GPRIN1",0.26090316
"GPS1",0.14328682
"GPS2",0.02463047
"GPSM1",0.27405636
"GPSM2",0.28410946
"GPSM3",0.23967076
"GPT2",1.80428003
"GPX1",-0.20989257
"GPX3",-0.3079141
"GPX4",-0.24410015
"GPX7",0.7362368
"GPX8",-0.32012074
"GRAMD1A",-0.27376935
"GRAMD1B",-0.67921699
"GRAMD1C",-0.00430327
"GRAMD3",-0.03293957
"GRAMD4",-0.21766709
"GRAP",-0.37047747
"GRASP",-0.41795335
"GRB10",-0.42243214
"GRB14",-0.1646243
"GRB2",0.13926085
"GRHL1",-0.04169565
"GRHPR",-0.01818196
"GRIK5",0.84083552
"GRIN2D",1.33773766
"GRINA",-0.10324127
"GRIPAP1",-0.17892376
"GRK5",-0.05621553
"GRK6",-0.2964873
"GRN",0.33853425
"GRPEL1",0.86810986
"GRPEL2",-0.39420958
"GRSF1",0.54933968
"GRWD1",-0.40894596
"GSAP",0.47766901
"GSDMB",0.711241
"GSDMC",-0.00759966
"GSDMD",0.23909718
"GSE1",-0.17868669
"GSG2",-0.09124747
"GSK3A",-0.00440119
"GSK3B",-0.11164561
"GSKIP",-0.10465204
"GSN",0.42678241
"GSPT1",-0.23750575
"GSPT2",0.13186337
"GSR",-0.34665003
"GSS",-0.40531123
"GSTA4",-0.35704436
"GSTCD",0.16785968
"GSTK1",-0.07483949
"GSTM1",0.56280707
"GSTM2",0.19342109
"GSTM3",0.65435439
"GSTM4",-0.09229441
"GSTO1",-0.20296714
"GSTP1",0.45606148
"GSTT1",-0.25577683
"GSTT2",1.29164826
"GSTT2B",1.27653419
"GSTZ1",0.28500678
"GTDC1",0.42971635
"GTF2A1",0.16941049
"GTF2A2",-0.04997485
"GTF2B",0.35011846
"GTF2E1",-0.40055204
"GTF2E2",-0.07750105
"GTF2F1",0.05984513
"GTF2F2",-0.33204728
"GTF2H1",-0.23102161
"GTF2H2",-0.57483195
"GTF2H2B",-0.20063786
"GTF2H2C_2",-0.59990038
"GTF2H2C",-0.54573813
"GTF2H3",-0.02595653
"GTF2H4",-0.14722946
"GTF2H5",0.0468366
"GTF2I",-0.02452544
"GTF2IP1",-0.0148408
"GTF2IRD1",-0.71691856
"GTF2IRD2",1.6396997
"GTF2IRD2B",2.15585217
"GTF3A",0.5203247
"GTF3C1",-0.04350786
"GTF3C2",-0.3067866
"GTF3C3",-0.09781785
"GTF3C4",-0.1216121
"GTF3C5",-0.00128949
"GTF3C6",-0.25846103
"GTPBP1",-0.07153213
"GTPBP10",-0.34699318
"GTPBP2",-0.02539566
"GTPBP3",-0.64560184
"GTPBP4",-0.42058544
"GTPBP6",-0.03255572
"GTPBP8",-0.19660464
"GTSE1",0.40590521
"GUCA1A",4.75051206
"GUCA1B",2.11556967
"GUCD1",0.03847622
"GUCY1A3",-1.66466367
"GUCY1B3",0.22749992
"GUF1",-0.71138647
"GUK1",0.86817972
"GULP1",-0.06682921
"GUSB",0.38546584
"GUSBP1",0.50800439
"GUSBP11",0.84741154
"GUSBP2",0.19822877
"GUSBP3",0.44810681
"GUSBP5",1.18194604
"GUSBP9",0.03960132
"GVINP1",0.51656369
"GXYLT1",-0.40318495
"GYG1",-0.63647131
"GYPC",0.44399604
"GYS1",1.55089998
"GZF1",-0.07052429
"H1F0",0.04738455
"H1FX",-0.28800895
"H2AFJ",-0.13238887
"H2AFV",-0.08529066
"H2AFX",0.15654306
"H2AFY",-0.18078205
"H2AFZ",-0.16561348
"H3F3A",-0.30236321
"H3F3AP4",-0.29438915
"H3F3B",-0.01466728
"H3F3C",-0.04709366
"H6PD",0.63834385
"HABP4",-0.70163395
"HACE1",0.66874253
"HACL1",-0.1903563
"HADH",-0.19190525
"HADHA",-0.00929724
"HADHB",0.00055958
"HAGH",1.07359117
"HAGHL",-0.06880287
"HAGLR",0.78515503
"HAGLROS",-0.0829711
"HAPLN3",0.18228277
"HARBI1",-0.42009416
"HARS",-0.04314615
"HARS2",-0.14160489
"HAS3",-1.22901368
"HAT1",0.00422638
"HAUS1",-0.4700141
"HAUS2",-0.36277146
"HAUS3",-0.00611625
"HAUS4",0.33535833
"HAUS5",0.32593248
"HAUS6",-0.09378045
"HAUS7",-0.15069087
"HAUS8",-0.4626362
"HAX1",-0.18508397
"HBEGF",-0.08404468
"HBP1",-0.23674692
"HBS1L",-0.32778814
"HCCS",-0.21623455
"HCFC1",0.32466282
"HCFC1R1",1.3141892
"HCFC2",0.1157935
"HCG11",0.21712474
"HCG18",-0.28582983
"HCLS1",0.0107028
"HDAC1",-0.05314611
"HDAC10",0.30391361
"HDAC11",0.74530424
"HDAC2",-0.20354926
"HDAC3",1.216301
"HDAC4",-0.00424369
"HDAC5",-0.09254154
"HDAC6",0.36043504
"HDAC7",-0.1974576
"HDAC8",-0.37913052
"HDAC9",1.14207353
"HDDC2",0.54928606
"HDDC3",-0.32671046
"HDGF",-0.18530464
"HDGFRP2",-0.17843473
"HDGFRP3",-0.21881098
"HDHD1",-0.17696905
"HDHD2",-0.07425313
"HDHD3",-0.58108219
"HDLBP",-0.15308809
"HDX",-0.28232037
"HEATR1",-0.47689258
"HEATR2",-0.05040247
"HEATR3",0.00562526
"HEATR5A",-0.32475738
"HEATR5B",0.0409423
"HEATR6",-0.26721846
"HEBP1",-0.53728725
"HEBP2",0.15534968
"HECA",-0.00064617
"HECTD1",-0.16995053
"HECTD2",-0.29685586
"HECTD3",-0.19664566
"HECTD4",0.2671438
"HECW2",-0.57676536
"HEG1",0.13861568
"HEIH",0.35795504
"HELB",-0.29735379
"HELLS",-0.28086004
"HELQ",-0.11063428
"HELZ",0.94944769
"HELZ2",0.30552364
"HEMK1",0.53478728
"HENMT1",0.61737919
"HEPH",0.66452892
"HERC1",-0.02764762
"HERC2",-0.00170016
"HERC2P2",0.01599395
"HERC2P3",-0.01257021
"HERC2P7",-0.45905418
"HERC2P9",-0.04471663
"HERC3",0.82254656
"HERC4",-0.30505401
"HERC6",-0.10399575
"HERPUD1",-0.14345528
"HERPUD2",0.38603774
"HES1",-2.25253628
"HES2",-0.78224364
"HES4",-0.13026241
"HES6",-0.52265171
"HEXA",0.58837257
"HEXB",0.12642836
"HEXDC",0.36917205
"HEXIM1",-0.14120728
"HFE",1.33038428
"HGF",-1.31945992
"HGH1",-0.47490448
"HGS",-0.09748542
"HGSNAT",0.53287404
"HHAT",0.38039076
"HHEX",0.0345456
"HHIP-AS1",-0.10716639
"HHIP",0.68630163
"HHIPL1",0.87707855
"HIAT1",-0.07029391
"HIATL1",-0.27633595
"HIATL2",-0.22427318
"HIBADH",0.07799792
"HIBCH",-0.32815976
"HIC1",0.26319468
"HIC2",1.09825638
"HID1",0.15722204
"HIF1A-AS1",4.42355972
"HIF1A-AS2",1.80721839
"HIF1A",6.5062709
"HIF1AN",0.17611891
"HIF3A",2.00705747
"HIGD1A",-0.25783181
"HIGD2A",-0.00773039
"HILPDA",2.64887238
"HINFP",0.10028617
"HINT1",0.22913457
"HINT2",-0.3138945
"HINT3",0.00377672
"HIP1",-0.16465364
"HIP1R",-0.35595426
"HIPK1",0.08415485
"HIPK2",-0.24144259
"HIPK3",0.2888356
"HIRA",-0.18219065
"HIRIP3",0.01077044
"HIST1H1A",0.02235612
"HIST1H1B",-0.21443078
"HIST1H1C",-0.34572295
"HIST1H1D",-0.28623144
"HIST1H1E",-0.19274462
"HIST1H2AB",-0.40260673
"HIST1H2AC",-0.41945434
"HIST1H2AD",-0.13130264
"HIST1H2AE",-0.2668563
"HIST1H2AG",0.03274349
"HIST1H2AH",-0.05815453
"HIST1H2AI",-0.01111031
"HIST1H2AJ",-0.00885619
"HIST1H2AK",-0.47838343
"HIST1H2AL",-0.25409399
"HIST1H2AM",-0.20704669
"HIST1H2BB",-0.27247133
"HIST1H2BC",-0.13746739
"HIST1H2BD",0.42882878
"HIST1H2BE",-0.12185768
"HIST1H2BF",-0.26766851
"HIST1H2BG",-0.17669226
"HIST1H2BH",-0.30042024
"HIST1H2BI",-0.18898667
"HIST1H2BJ",-0.23587126
"HIST1H2BK",0.14372948
"HIST1H2BL",-0.07944428
"HIST1H2BM",-0.26749954
"HIST1H2BN",-0.31191796
"HIST1H2BO",-0.21473922
"HIST1H3A",-0.39619951
"HIST1H3B",-0.15202569
"HIST1H3C",-0.2233897
"HIST1H3D",-0.17292251
"HIST1H3E",0.17935547
"HIST1H3F",-0.0450557
"HIST1H3G",-0.15476187
"HIST1H3H",-0.11125781
"HIST1H3I",-0.57036096
"HIST1H3J",-0.24696915
"HIST1H4A",-0.58947385
"HIST1H4B",-0.46678925
"HIST1H4C",-0.15712625
"HIST1H4D",-0.14042651
"HIST1H4E",-0.62666802
"HIST1H4F",-0.08567147
"HIST1H4H",-0.44805085
"HIST1H4I",0.13607621
"HIST1H4J",0.23692294
"HIST1H4K",-0.0175668
"HIST1H4L",-0.17080089
"HIST2H2AA3",0.18240688
"HIST2H2AA4",0.18303216
"HIST2H2AB",-0.32322784
"HIST2H2AC",-0.08390486
"HIST2H2BA",-0.20488024
"HIST2H2BE",-0.41242252
"HIST2H2BF",-0.45980215
"HIST2H3A",0.08779179
"HIST2H3C",0.08787535
"HIST2H3D",-0.16667665
"HIST2H4A",-0.13793567
"HIST2H4B",-0.13763849
"HIST3H2A",-0.17806785
"HIST3H2BB",0.06284511
"HIST4H4",0.44862404
"HIVEP1",0.00061168
"HIVEP2",0.80555087
"HIVEP3",-0.00225129
"HJURP",-0.11748521
"HK1",0.59474421
"HK2",1.73926638
"HKR1",0.03040819
"HLA-A",1.32289134
"HLA-B",1.1579713
"HLA-C",1.51401343
"HLA-DPA1",1.40078548
"HLA-DPB1",0.92138634
"HLA-DQB1",10.19046556
"HLA-E",0.31451512
"HLA-F",0.67280186
"HLA-G",0.88247657
"HLA-H",1.2971381
"HLA-J",3.56649907
"HLA-L",2.80086365
"HLCS",0.51328097
"HLTF",-0.1675656
"HM13",-0.08410925
"HMBOX1",0.12164199
"HMBS",-0.57311599
"HMCES",0.06001717
"HMCN1",-0.61928832
"HMG20A",-0.32951722
"HMG20B",0.31877516
"HMGA1",-0.18868244
"HMGA2",-0.1007336
"HMGB1",-0.18279632
"HMGB2",0.11808971
"HMGB3",-0.43300468
"HMGCL",1.05694267
"HMGCR",-0.38139311
"HMGCS1",-0.41181783
"HMGN1",-0.07296663
"HMGN2",0.0570276
"HMGN2P46",0.34890081
"HMGN3-AS1",0.36368252
"HMGN3",0.02325814
"HMGN4",-0.06793786
"HMGXB3",-0.34908723
"HMGXB4",-0.15685923
"HMHA1",2.86845843
"HMMR",0.06636573
"HMOX1",-1.58760712
"HMOX2",-0.52372776
"HN1",-0.03392237
"HN1L",-0.01107611
"HNRNPA0",-0.26989781
"HNRNPA1",-0.0356045
"HNRNPA1L2",-0.11939755
"HNRNPA1P10",-0.03536541
"HNRNPA1P33",-0.08827326
"HNRNPA2B1",-0.27058443
"HNRNPA3",-0.00937813
"HNRNPAB",-0.53639174
"HNRNPC",0.1647911
"HNRNPCL1",0.29238785
"HNRNPD",0.19747044
"HNRNPDL",-0.15563385
"HNRNPF",-0.41813765
"HNRNPH1",-0.09719668
"HNRNPH2",-0.26903738
"HNRNPH3",-0.56815986
"HNRNPK",-0.00787638
"HNRNPL",-0.33412607
"HNRNPLL",-0.20611714
"HNRNPM",-0.40366376
"HNRNPR",-0.25085733
"HNRNPU-AS1",0.61130635
"HNRNPU",-0.18444475
"HNRNPUL1",-0.26217848
"HNRNPUL2-BSCL2",0.2634138
"HNRNPUL2",0.31064622
"HOMER1",2.10260993
"HOMER3",-0.36870551
"HOMEZ",0.09446293
"HOOK2",1.26359605
"HOOK3",0.43464477
"HOPX",0.01445596
"HOTAIRM1",0.13783107
"HOXA1",-0.98998339
"HOXA10-AS",-0.45339154
"HOXA10-HOXA9",-0.03248047
"HOXA10",0.01005292
"HOXA11-AS",0.68969931
"HOXA11",0.68453961
"HOXA13",4.8442937
"HOXA2",-0.1019126
"HOXA3",0.45766199
"HOXA4",0.96053525
"HOXA5",0.13625464
"HOXA6",1.05978349
"HOXA7",0.38746484
"HOXA9",-0.03110645
"HOXB2",0.21472814
"HOXB3",0.47024308
"HOXB4",-0.20297256
"HOXB6",-0.55138176
"HOXB7",-0.25549505
"HOXD-AS2",-0.16890222
"HOXD1",1.81179148
"HOXD3",1.39943555
"HOXD4",0.6423757
"HOXD8",0.29978904
"HP1BP3",0.25118555
"HPCAL1",0.09570267
"HPDL",-0.04400285
"HPRT1",0.64562081
"HPS1",0.08965695
"HPS3",0.52019677
"HPS4",0.0820207
"HPS5",-0.22921501
"HPS6",-0.00379989
"HPSE",0.09178156
"HRAS",0.24529374
"HRASLS",1.16890985
"HRCT1",-0.21743215
"HRH1",4.489e-05
"HRSP12",-0.3869932
"HS1BP3",-0.48468253
"HS2ST1",0.00799297
"HS6ST1",0.71256875
"HS6ST2",1.41438176
"HSBP1",0.11293465
"HSBP1L1",0.39975757
"HSCB",0.08914866
"HSD11B1L",1.07699866
"HSD17B10",-0.593875
"HSD17B11",-0.31994052
"HSD17B12",-0.20616597
"HSD17B14",-0.37305718
"HSD17B4",-0.01193093
"HSD17B7",-0.07124584
"HSD17B7P2",-0.68426737
"HSD17B8",0.4607817
"HSD3B7",0.43409701
"HSDL1",0.36257181
"HSDL2",0.33420334
"HSF1",-0.06427511
"HSF2",-0.34864097
"HSP90AA1",0.92682934
"HSP90AB1",0.03945557
"HSP90B1",0.58036258
"HSP90B2P",0.64976386
"HSPA12B",0.28260993
"HSPA13",0.32129385
"HSPA14",-0.2729329
"HSPA1A",6.51063157
"HSPA1B",6.28387711
"HSPA1L",3.1319766
"HSPA2",0.96108925
"HSPA4",-0.3925192
"HSPA4L",0.46734073
"HSPA5",-0.16559935
"HSPA6",12.62205362
"HSPA7",10.61433959
"HSPA8",0.64943866
"HSPA9",-0.28794915
"HSPB1",0.52072462
"HSPB11",0.73720175
"HSPB8",-1.12281465
"HSPBAP1",-1.32011525
"HSPBP1",0.04186778
"HSPD1",0.08923662
"HSPE1-MOB4",-0.14169478
"HSPE1",-0.30914233
"HSPG2",0.49510978
"HSPH1",0.75483168
"HTATIP2",0.03424087
"HTATSF1",-0.23224896
"HTR1B",0.17577013
"HTR1D",-0.76626373
"HTR2B",-3.86474018
"HTR7P1",-0.00438021
"HTRA1",0.55411866
"HTRA2",-0.40585132
"HTRA3",0.78589225
"HTT",-0.11429623
"HUS1",0.12837628
"HUWE1",-0.0287701
"HVCN1",0.35255077
"HYAL1",0.51551799
"HYAL2",-0.19192429
"HYAL3",1.01329209
"HYI",0.32216453
"HYLS1",-0.15295995
"HYMAI",1.70665854
"HYOU1",-0.28550511
"HYPK",-0.55384988
"IAH1",0.08943025
"IARS",-0.49498975
"IARS2",1.14062865
"IBA57",1.1667445
"IBTK",-0.26726859
"ICA1",-0.36240439
"ICA1L",0.33258225
"ICAM1",1.1293141
"ICAM2",-0.29670869
"ICAM3",0.58312082
"ICAM5",4.99886951
"ICE1",0.0881904
"ICE2",-0.20659623
"ICK",0.74010081
"ICMT",-0.25811371
"ICOSLG",0.79848931
"ICT1",-0.30301452
"ID1",-0.57854152
"ID2",0.1918868
"ID3",-0.51096276
"IDE",-0.27308252
"IDH1",-0.48300711
"IDH2",0.39732144
"IDH3A",-0.24313637
"IDH3B",-0.01294357
"IDH3G",0.19431193
"IDI1",-0.34300313
"IDNK",0.20989316
"IDS",0.88737214
"IDUA",0.1614622
"IER2",-0.28171063
"IER3",0.33050725
"IER3IP1",-0.19420733
"IER5",0.23373154
"IER5L",-0.06544002
"IFFO1",-0.82351268
"IFFO2",-0.43232653
"IFI16",-0.74265714
"IFI27",0.0981096
"IFI27L1",0.20047387
"IFI27L2",0.15539769
"IFI35",-0.21178691
"IFI44",0.26807623
"IFI44L",-0.86817888
"IFI6",0.29656646
"IFIH1",-0.39088342
"IFIT3",-0.9116715
"IFIT5",0.18130298
"IFITM1",-0.17788451
"IFITM2",0.03620531
"IFITM3",0.00523349
"IFNAR1",0.05100479
"IFNAR2",-0.53000258
"IFNE",0.78487234
"IFNGR1",-0.1814486
"IFNGR2",0.18286008
"IFRD1",0.2128528
"IFRD2",-0.23134081
"IFT122",-0.05558658
"IFT140",0.14016536
"IFT172",-0.04068075
"IFT20",-0.12030051
"IFT22",-0.00305066
"IFT27",-0.38582611
"IFT43",-0.25209072
"IFT46",-0.12044073
"IFT52",0.23491957
"IFT57",-0.31951952
"IFT74",-0.21029597
"IFT80",0.13023228
"IFT81",0.12146154
"IFT88",0.01522641
"IGBP1",0.37913227
"IGF1R",0.44877858
"IGF2BP1",0.26836926
"IGF2BP2",0.25951747
"IGF2BP3",-0.26708239
"IGF2R",-0.51884579
"IGFBP1",0.71134327
"IGFBP2",0.57436313
"IGFBP3",1.18910666
"IGFBP4",-0.15652176
"IGFBP5",-0.3480181
"IGFBP6",0.61136066
"IGFBP7",0.43259803
"IGHMBP2",0.39239981
"IGIP",0.07205412
"IGLON5",9.57621234
"IGSF3",0.48624096
"IGSF8",0.31077309
"IK",-0.17964828
"IKBIP",0.79041931
"IKBKAP",-0.0908958
"IKBKB",-0.10974167
"IKBKE",-0.51103359
"IKBKG",0.07800348
"IKZF2",0.9517888
"IKZF5",-0.33440697
"IL10RA",1.40349075
"IL10RB",0.40395824
"IL11RA",0.17055529
"IL12A",-0.73713975
"IL13RA1",0.25765112
"IL15",-0.32655998
"IL15RA",-0.39894055
"IL17D",-0.31979936
"IL17RA",-0.06138371
"IL17RC",0.2734205
"IL17RD",-0.610407
"IL18",-0.46449143
"IL18BP",0.16011464
"IL18R1",0.00148963
"IL1R1",-0.58982996
"IL1RAP",0.58268781
"IL1RL1",0.2834516
"IL27RA",-0.42351692
"IL31RA",-0.35774509
"IL32",1.45246731
"IL33",-0.50042335
"IL4I1",-0.37763321
"IL4R",-0.80864528
"IL6",-0.70830399
"IL6R",-1.50563868
"IL6ST",-0.01558257
"IL7R",-0.24403165
"ILF2",-0.3197889
"ILF3-AS1",-0.45453538
"ILF3",-0.00919842
"ILK",-0.17181978
"ILKAP",-0.30725409
"ILVBL",-0.01554881
"IMMP1L",-0.23795038
"IMMP2L",1.31534886
"IMMT",0.1897784
"IMP3",0.80849985
"IMP4",-0.24742613
"IMPA1",0.06030606
"IMPA2",0.15290506
"IMPACT",0.04227736
"IMPAD1",0.77151831
"IMPDH1",0.08256893
"IMPDH2",-0.11967633
"INADL",0.3777014
"INAFM2",0.46444445
"INCENP",-0.15657615
"INF2",0.45804054
"ING1",0.04807815
"ING2",0.90093143
"ING3",-0.09362114
"ING4",-0.1793216
"ING5",-0.16585179
"INHBA",-0.74309365
"INIP",-0.09173408
"INMT-FAM188B",-0.66156183
"INO80",-0.15495386
"INO80B-WBP1",0.09661133
"INO80B",0.01040888
"INO80C",-0.08739464
"INO80D",0.81005141
"INO80E",0.3601799
"INPP1",-0.21841626
"INPP4A",-0.38074262
"INPP4B",0.85676654
"INPP5A",-0.06396445
"INPP5B",0.05566582
"INPP5D",0.37862328
"INPP5E",0.06360301
"INPP5F",-0.25017576
"INPP5K",-0.40679691
"INPPL1",-0.26172875
"INSIG1",0.03712625
"INSIG2",1.68268456
"INSR",0.67404693
"INTS1",0.25268286
"INTS10",-0.47312798
"INTS12",-0.68622168
"INTS2",0.1269708
"INTS3",-0.05474245
"INTS4",-0.2291283
"INTS5",-0.48841577
"INTS6",-0.15922254
"INTS7",-0.61948688
"INTS8",-0.55963441
"INTS9",-0.33348998
"INTU",-0.02874419
"INVS",-0.23402077
"IP6K1",0.62847043
"IP6K2",-0.13236771
"IPMK",1.76273746
"IPO11-LRRC70",-0.26021935
"IPO11",-0.25438837
"IPO13",0.21081212
"IPO4",0.10390787
"IPO5",-0.07218233
"IPO7",-0.17632067
"IPO8",-0.08927522
"IPO9",-0.29336515
"IPP",-0.52128119
"IPPK",0.03826193
"IPW",0.1452035
"IQCA1",0.44580672
"IQCB1",-0.20052808
